Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
15858089,The Sketchnote Handbook: The Illustrated Guide to Visual Note Taking,Mike Rohde,"Rohde, Mike",,"=""0321857895""","=""9780321857897""",5,4.07,Peachpit Press,Paperback,224,2012,2012,2016/07/31,2016/07/30,hipster,hipster (#19),read,"The what, why and how of sketchnotes : summarizing meetings and presentations using an entertaining combination of text and hand drawn images. Looking forward to my next conference!",,,1,,,0,,,,,
23492338,Lolito,Ben Brooks,"Brooks, Ben",,"=""1941393357""","=""9781941393352""",3,3.45,Regan Arts.,Paperback,288,2015,2013,2016/07/23,2016/07/19,"hipster, novels","hipster (#18), novels (#66)",read,"So ok, it's average?<br/><br/>Lolito is about a bored, depressed teen sitting home alone. It's funny, but not hilarious. There is inappropriate sex, but it is not scandalous. It is just a book you enjoy reading, but are not particularly rememberable. ",,,1,,,0,,,,,
21423193,"The Vegetarian Flavor Bible: The Essential Guide to Culinary Creativity with Vegetables, Fruits, Grains, Legumes, Nuts, Seeds, and More, Based on the Wisdom of Leading American Chefs",Karen Page,"Page, Karen",,"=""""","=""""",0,4.33,"Little, Brown and Company",Kindle Edition,576,2014,2014,,2016/07/17,to-read,to-read (#35),to-read,,,,0,,,0,,,,,
28941376,De plaats,Mario Levrero,"Levrero, Mario","Mariolein Sabarte Belacortu, Carolina Trujillo","=""""","=""9789492254023""",0,4.08,Bananafish,Paperback,138,2016,1982,,2016/07/10,to-read,to-read (#34),to-read,,,,0,,,0,,,,,
30374512,De vegetariër,Han Kang,"Kang, Han",Monique Eggermont,"=""9038801858""","=""9789038801858""",3,3.58,Nijgh & Van Ditmar,Paperback,222,2016,2007,2016/07/01,2016/07/01,"novels, food","novels (#65), food (#6)",read,,,,1,,,0,,,,,
25268690,Geroezemoes in het gras,Dave Goulson,"Goulson, Dave",Nico Groen,"=""9045028417""","=""9789045028415""",5,4.21,Atlas Contact,Paperback,304,2015,2014,2016/06/30,2016/06/26,"environment, bio-engineering","environment (#7), bio-engineering (#20)",read,Terrific book about the nature in our backyards. Goulson explains how everything insect and plant is connected in an ecological web - and why it is vital to conserve it.,,,1,,,0,,,,,
26769497,Phage,Mark Tamplin,"Tamplin, Mark",,"=""""","=""""",4,4.36,Mark Tamplin,Kindle Edition,367,2015,2015,2016/05/20,2016/05/01,"novels, bio-engineering","novels (#64), bio-engineering (#21)",read,"Phage is a scientific thriller. The main character is a professor in microbiology who uses phages (viruses of bacteria) to stop epidemics. An unstable scientist is planning a nation-wide bioterrorism attack. A race against the clock ensures where multiple parties try to stop him. Think Dan Brown with microbiology instead of history.<br/><br/>It was clear to me that this is the first work of Tamplin, sometimes the dialogues and characters seem a bit artificial. Nevertheless, I very much enjoyed reading this novel. The plot was fast-paced and the prose was agreeable. I liked that that the author sometimes 'zooms in' to some of the event in the micro-world (in the first pages describing the conjugation of bacteria that have lead to virulence, details of the PCR reaction...). Since I enjoy reading populair science, I would ready stuff like that even undiluted, though I can imagine some people to be turned off by 'a biology lecture'. <br/><br/>If there would be a sequel, I would gladly read it. ",,,1,,,0,,,,,
18630,"The Player of Games (Culture, #2)",Iain M. Banks,"Banks, Iain M.",,"=""0061053562""","=""9780061053566""",4,4.27,HarperPrism,Paperback,293,1997,1988,2016/06/26,2016/06/19,,,read,,,,1,,,0,,,,,
26020767,The Book of Strange New Things,Michel Faber,"Faber, Michel",,"=""1782114084""","=""9781782114086""",4,3.66,Canongate Books,Paperback,585,2015,2014,2015/11/21,2015/11/13,"magic-realism, novels","magic-realism (#8), novels (#61)",read,A very personal story about faith and love disguised as a science-fiction/dystopian novel.,,,1,,,0,,,,,
10675526,The Call of Cthulhu and Other Weird Stories,H.P. Lovecraft,"Lovecraft, H.P.","S.T. Joshi, Travis Louie","=""0143106481""","=""9780143106487""",0,4.22,Penguin Classics,Paperback,420,2012,1926,,2016/05/15,"currently-reading, short-stories, fantasy","currently-reading (#6), short-stories (#5), fantasy (#41)",currently-reading,,,,1,,,0,,,,,
9744624,Fluwelen Begeerte,Sarah Waters,"Waters, Sarah","Eugène Dabekaussen, Tilly Maters","=""9041350543""","=""9789041350541""",3,4.00,Singel Pockets,Paperback,575,,1998,2016/04/27,2016/04/15,,,read,"Being a lesbien in the Victorian age. Very pleasantly written, but a bit of a dull story. ",,,1,,,0,,,,,
9656528,Drifting on Alien Winds: Exploring the Skies and Weather of Other Worlds,Michael            Carroll,"Carroll, Michael",,"=""1441969160""","=""9781441969163""",0,3.89,Springer,Hardcover,238,2011,2011,,2016/04/21,to-read,to-read (#33),to-read,,,,0,,,0,,,,,
100278,Consciousness Explained,Daniel C. Dennett,"Dennett, Daniel C.",Paul Weiner,"=""0140128670""","=""9780140128673""",3,3.88,Penguin Books,Paperback,511,1993,1991,2016/04/11,2016/03/24,consciousness,consciousness (#17),read,"A 400+ pages book that tries to combine philosophy, neuroscience, psychology, evolution, AI research.. into a coherent theory of consciousness. Does Dennett succeed? In my opinion not, but he is in good company of other thinkers who tried.<br/><br/>Dennett's main thesis is that there is little viewer in our head who processes all the information linearly (the so-called an appalled 'Cartesian theatre'). Instead Dennett argues for a multiple draft model which states that there is no stream of conscious experience. Like Hofstadter consciousness is assumed to be an emergent property of a system being able to be introspective.<br/><br/>This is a heavy book, crammed with a lot of ideas (some of them not easy to follow). A lot of it is really enjoyable to read, but a definite theory of the mind? I think not.",,,1,,,0,,,,,
25943106,"Firelight (Amulet, #7)",Kazu Kibuishi,"Kibuishi, Kazu",,"=""0545433169""","=""9780545433167""",4,4.42,Graphix,Paperback,199,2016,2016,2016/03/25,2016/03/25,"fantasy, graphic-novel","fantasy (#40), graphic-novel (#19)",read,,,,1,,,0,,,,,
28932862,Mijn vaders dromen,Evald Flisar,"Flisar, Evald",Roel Schuyt,"=""""","=""9789021401362""",4,3.70,Querido,Paperback,208,2016,2001,2016/03/24,2016/03/20,novels,novels (#63),read,,,,1,,,0,,,,,
41804,"I, Robot (Robot, #0.1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803700""","=""9780553803709""",4,4.18,Spectra,Hardcover,224,2004,1950,2016/03/19,2016/03/12,"fantasy, short-stories","fantasy (#39), short-stories (#4)",read,"First time I have read work from Asimov. Each chapter is a short-story framed by an interview with a retiring robot-psychologist. Every story is a case of a rogue or malfunctioning robot that the employees of US Robots have to investigate using their wits and the knowledge that all robots have to follow the three laws of robotics:<br/><br/>1) don't injure humans and protect them from harm<br/>2) always follow human orders (except if in conflict with law 1)<br/>3) protect yourself (except if in conflict with the above laws)<br/><br/>Given that we are slowly entering the world which Asimov has envisioned (the self-driving cars are slowly upon us), this book and its philosophical musings are now perhaps more relevant than 60 years ago.",,,1,,,0,,,,,
29079721,Mannen zonder vrouw,Haruki Murakami,"Murakami, Haruki",Jacques Westerhoven,"=""""","=""9789025446604""",4,3.77,Atlas Contact,Paperback,288,2016,2014,2016/03/11,2016/03/06,short-stories,short-stories (#3),read,"Though for some reason I cannot bring myself to like Murakami as much as I used to - his writing style and topics get a bit old after some books, I still enjoyed reading this one. It is a collection of short-stories, each with a different male protagonist who has recently lost a woman in his life. The stories range from quite straightforward to peculiar to more full-blown magic realism. Definitely worthwhile to read a story before going to bed!",,,1,,,0,,,,,
15704486,"Calamity (The Reckoners, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""0385743602""","=""9780385743600""",4,4.19,Delacorte Press,Hardcover,417,2016,2016,2016/02/21,2016/02/16,,,read,"I really enjoyed this series as a whole. It was simple, funny, action-packed and overall a delightful read. Sanderson explores the superhero genre similar to what Watchmen did some years earlier. Rather than focussing on how society would react to 'costumed vigilantes', Sanderson has Geeky fun exploring and discussing the limits and loopholes of the various powers. Though the characters are rather forgettable and the ending seems a bit rushed, there are far worse ways to waste some afternoons than the Reckoners.",,,1,,,0,,,,,
18739426,"The Bands of Mourning (Mistborn, #6)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",3,4.45,Tor,Kindle Edition,448,2016,2016,2016/02/16,2016/02/13,fantasy,fantasy (#38),read,,,,1,,,0,,,,,
18211427,Daar is hij weer,Timur Vermes,"Vermes, Timur",Liesbeth van Nes,"=""9085424917""","=""9789085424918""",3,3.44,De Bezige Bij,Paperback,319,2013,2012,2016/02/12,2016/02/04,novels,novels (#62),read,"Adolf Hitler is back in the present day and everybody is kinda ok with it. Amusing an well-researched, but lacking a bit of depth.",,,1,,,0,,,,,
27209540,Een Sprookje,Jonas T. Bengtsson,"Bengtsson, Jonas T.",,"=""""","=""9789082175196""",4,3.86,Uitgeverij Koppernik,Paperback,396,2015,2011,2016/02/04,2016/01/31,,,read,,,,1,,,0,,,,,
13689317,What Is Life?: How Chemistry Becomes Biology,Addy Pross,"Pross, Addy",,"=""0199641013""","=""9780199641017""",4,3.89,"Oxford University Press, USA",Hardcover,224,2012,2012,2016/01/30,2015/02/21,"evolution, chemistry","evolution (#14), chemistry (#12)",read,"Countless excellent books on evolution have described how life could adapt and become more complex based on Darlings natural selection. Many of these books omit the origin of life. <br/><br/>This book tries to bridge chemistry and biology via systems chemistry to obtain a coherent theory of life. Though technical details are somewhat lacking, the author is able to bring his point across quite lucidly. He presents a framework in which chemical and biological evolution are treated as the same through the term dynamic kinetic stability. This reminds me of the construction theory, another scientific theory for the origin of patterns and life, though this book is much better at representing its ideas. <br/><br/>A short and enjoyable read with a couple of interesting ideas. ",,,1,,,0,,,,,
62031,"The City of Dreaming Books (Zamonia, #4)",Walter Moers,"Moers, Walter",John Brownjohn,"=""0099490579""","=""9780099490579""",4,4.35,Vintage,Paperback,461,2007,2004,,2010/09/05,,,read,,,,1,,,0,,,,,
16065004,"Shadows of Self (Mistborn, #5)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765378558""","=""9780765378552""",3,4.30,Tor Books,Hardcover,383,2015,2015,2016/01/17,2015/10/24,fantasy,fantasy (#37),read,,,,1,,,0,,,,,
23725990,Tijdmeters,David Mitchell,"Mitchell, David","Harm Damsma, Niek Miedema","=""9046817482""","=""9789046817483""",3,3.82,Nieuw Amsterdam,Paperback,592,2014,2014,2016/01/09,2015/11/22,,,read,,,,1,,,0,,,,,
17951718,The Monocle Guide to Better Living,Monocle,"Monocle, Monocle",,"=""3899554906""","=""9783899554908""",0,4.06,Gestalten,Hardcover,400,2013,2013,,2015/11/17,"currently-reading, hipster","currently-reading (#5), hipster (#17)",currently-reading,,,,1,,,0,,,,,
319006,At Home in the Universe: The Search for the Laws of Self-Organization and Complexity,Stuart A. Kauffman,"Kauffman, Stuart A.",,"=""0195111303""","=""9780195111309""",0,3.99,"Oxford University Press, USA",Paperback,336,1996,1995,,2016/01/02,to-read,to-read (#32),to-read,,,,0,,,0,,,,,
52084,Programming Pearls,Jon L. Bentley,"Bentley, Jon L.",Patrick Chan,"=""0201657880""","=""0785342657883""",0,4.20,Addison-Wesley Professional,Paperback,239,1999,1986,,2016/01/02,to-read,to-read (#31),to-read,,,,0,,,0,,,,,
13598307,The Art of Fermentation: An in-Depth Exploration of Essential Concepts and Processes from Around the World  ,Sandor Ellix Katz,"Katz, Sandor Ellix",,"=""160358286X""","=""9781603582865""",0,4.41,Chelsea Green Publishing,Hardcover,528,2012,2012,,2016/01/02,to-read,to-read (#30),to-read,,,,0,,,0,,,,,
23146236,Systems and Synthetic Biology,Vikram Singh,"Singh, Vikram",Pawan Dhar,"=""9401795134""","=""9789401795135""",3,3.00,Springer,Hardcover,385,2014,2014,2015/11/16,2015/10/28,"evolution, bio-engineering, bio-informatics, computer-science","evolution (#13), bio-engineering (#18), bio-informatics (#12), computer-science (#26)",read,"Systems biology is the science of understanding living systems as a whole and synthetic biology is the science of making new organisms or components of organisms. Interesting these topics may be, this remains a paper book, hence the quality and cohesion varies enormously from chapter to chapter. <br/><br/>I got this book for free for performing a review, useful for getting an overview of the current hot topics and literature, but it fails to be a global reference for the topics. ",,,1,,,0,,,,,
25586742,De man die de taal van de slangen sprak,Andrus Kivirähk,"Kivirähk, Andrus",Jesse Niemeijer,"=""9044626302""","=""9789044626308""",5,4.18,Prometheus,Hardcover,384,2015,2007,2015/11/12,2015/10/18,"novels, fantasy, magic-realism","novels (#60), fantasy (#36), magic-realism (#7)",read,One of the best books that I have read this year. ,,,1,,,0,,,,,
10426744,Aleph,Paulo Coelho,"Coelho, Paulo",Margaret Jull Costa,"=""0307700186""","=""9780307700186""",3,3.37,Alfred A. Knopf,Hardcover,269,2011,2010,2011/12/25,2011/12/11,novels,novels (#2),read,,,,1,,,0,,,,,
12414734,The Epigenetics Revolution,Nessa Carey,"Carey, Nessa",,"=""""","=""""",0,4.07,,Kindle Edition,320,,2011,,2015/10/26,to-read,to-read (#29),to-read,,,,0,,,0,,,,,
25908947,Junk DNA: A Journey Through the Dark Matter of the Genome,Nessa Carey,"Carey, Nessa",,"=""1848319150""","=""9781848319158""",4,3.91,Icon Books,Paperback,352,2015,2015,2015/10/26,2015/10/18,bio-informatics,bio-informatics (#11),read,"Leaving the hard core genetics and molecular biology field in favor for computer science, I was nearly forgotten how fascinating the living cell can be. Carey sketches the clockwork of living beings, painting the proteins as merely the dumb muscle and DNA and RNA the true main actors. ",,,1,,,0,,,,,
23390369,IPython Interactive Computing and Visualization Cookbook,Cyrille Rossant,"Rossant, Cyrille",,"=""""","=""""",4,3.89,Packt Publishing,Kindle Edition,512,2014,2014,2015/10/23,2015/10/18,computer-science,computer-science (#25),read,Good reference for common scientific python problems. ,,,1,,,0,,,,,
148009,"The Elements of Statistical Learning: Data Mining, Inference, and Prediction",Trevor Hastie,"Hastie, Trevor","Robert Tibshirani, Jerome Friedman","=""0387952845""","=""9780387952840""",3,4.37,Springer,Hardcover,552,2003,2001,,2015/10/11,,,read,,,,1,,,0,,,,,
863058,Girlfriend in a Coma,Douglas Coupland,"Coupland, Douglas",,"=""0006551270""","=""9780006551270""",2,3.61,Harper Perrenial,Paperback,281,2004,1998,2015/10/11,2015/09/20,,,read,,,,1,,,0,,,,,
12288140,Dokter Glas,Hjalmar Söderberg,"Söderberg, Hjalmar",Bertie van der Meij,"=""9028423249""","=""9789028423244""",4,3.85,Wereldbibliotheek,Paperback,175,2009,1905,2015/09/16,2015/09/12,,,read,,,,1,,,0,,,,,
20886354,"Skin Deep (Legion, #2)",Brandon Sanderson,"Sanderson, Brandon",Jon Foster,"=""""","=""""",3,4.13,Subterranean Press ,Leather Bound,208,2014,2014,2015/09/10,2015/09/08,,,read,Nice read. Should indeed be a good basis for an excellent TV show!,,,1,,,0,,,,,
24839669,Our Mathematical Universe: My Quest for the Ultimate Nature of Reality,Max Tegmark,"Tegmark, Max",,"=""0241954630""","=""9780241954638""",4,4.14,Penguin,Paperback,432,2015,2012,2015/09/10,2015/08/21,physics,physics (#15),read,"Telmark gives an (highly individualized) overview of all of physics to come to his main conclusion: the universe is a mathematical structure. Personally, I find it strange that this should be controversial, I always thought it was math 'all the way down'. The writing style is quite enjoyable and the anecdotes are relevant. Recommended if recreational physics is your cup of tea.",,,1,,,0,,,,,
18391821,"Sterke verhalen (Bone, #11)",Jeff Smith,"Smith, Jeff","Tom Sniegoski, Steve Hamaker","=""""","=""9789058857552""",4,4.38,Silvester Strips,Hardcover,128,2011,2010,2015/08/30,2015/08/30,graphic-novel,graphic-novel (#18),read,,,,1,,,0,,,,,
8698024,"Lelieblank, scharlaken rood",Michel Faber,"Faber, Michel","Harm Damsma, Niek Miedema","=""9057590603""","=""9789057590603""",3,3.88,Podium,Paperback,957,2007,2002,2015/08/29,2015/07/22,novels,novels (#58),read,"This is a though one to rate. On the one hand, Faber writes in a beautiful style and for a 950-ish book, it is quite a page turner. On the other hand, it is a dull, long story filled with unlikeable characters. As some other reviewers noted, for a book that is mainly written from the point of view of a strong-willed and intelligent prostitute, it is quite misogynistic. A friend of me remarked that I likely does not pass the Bechdel test...<br/><br/>All the women's lives seem to revolve around one man: William (or his brother in the case of miss. Fox). Of course, it is written in the Victorian ages after all, which was not exactly a liberating time for women. It should also be noted that most of them want at least to improve their situation and in the end William is as much a tool for Sugar as visa versa. <br/><br/>The ending: as a book that does not really has a plot, it is not as strange that it does not really has ending. Though none of them quite sympathetic, the characters felt quite real to me, and in the end bringing some 'interesting' persons to life on paper is might be enough for a book to warrant its existence. ",true,,1,,,0,,,,,
6442769,Paper Towns,John Green,"Green, John",,"=""014241493X""","=""9780142414934""",3,3.85,Speak,Paperback,305,2009,2008,2015/08/18,2015/08/18,novels,novels (#59),read,"It was just ok. After a couple of Green's books the vocabulous, whiny teenagers start to bore a bit. ",,,1,,,0,,,,,
18690890,Paper Towns,John Green,"Green, John",,"=""140884818X""","=""9781408848180""",0,3.85,Bloomsbury,Paperback,305,2013,2008,,2015/08/18,,,read,,,,1,,,0,,,,,
6687465,Maus (Compleet),Art Spiegelman,"Spiegelman, Art",,"=""9054920971""","=""9789054920977""",5,4.54,De Bezige Bij,Paperback,294,2004,1986,,2011/08/06,,,read,,,,1,,,0,,,,,
486966,Probability and Computing: Randomized Algorithms and Probabilistic Analysis,Michael Mitzenmacher,"Mitzenmacher, Michael",,"=""0521835402""","=""9780521835404""",3,4.07,Cambridge University Press,Hardcover,370,2005,2005,2015/07/22,2015/07/02,"math, computer-science","math (#29), computer-science (#24)",read,,,,1,,,0,,,,,
18886920,And the Ass Saw the Angel,Nick Cave,"Cave, Nick",,"=""0241964792""","=""9780241964798""",3,3.87,Penguin Books,Paperback,280,2013,1989,2015/07/21,2015/07/17,"hipster, novels","hipster (#16), novels (#57)",read,"This is quite a hard book to review: I liked the atmosphere and most of the writing, but for a large part this is a difficult book to read. ",,,1,,,0,,,,,
10821790,De Koran,Peter Derie,"Derie, Peter",,"=""9053306579""","=""9789053306574""",3,2.93,Roularta books,Hardcover,256,2008,,2011/03/30,2011/03/19,,,read,,,,1,,,0,,,,,
25395735,De zonderlinge avonturen van het geniale bommenmeisje,Jonas Jonasson,"Jonasson, Jonas",Corry van Bree,"=""""","=""9789056725297""",4,3.75,Signatuur,Paperback,352,2015,2013,2015/07/17,2015/07/12,,,read,actually liked it a bit better than the hundred year old man who climbed out of the window and disappeared. ,,,1,,,0,,,,,
840,The Design of Everyday Things,Donald A. Norman,"Norman, Donald A.",,"=""0465067107""","=""9780465067107""",3,4.19,Basic Books,Paperback,240,2002,1988,2015/07/11,2015/06/06,,,read,"Nice examples and an interesting treatment about why things often don't work as they should. Some of it is getting a bit outdated but some predictions are spot on (it is hard not to think of an iPhone when he describes his ideal calendar). Ironically, the book could be better structured, making it less suitable as a reference. ",,,1,,,0,,,,,
15704459,"Firefight (The Reckoners, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0385743580""","=""9780385743587""",4,4.29,Delacorte Press,Hardcover,416,2015,2015,2015/07/07,2015/07/08,fantasy,fantasy (#35),read,,,,1,,,0,,,,,
18966322,"Mitosis (The Reckoners, #1.5)",Brandon Sanderson,"Sanderson, Brandon",,"=""0449818438""","=""9780449818435""",3,3.87,Delacorte Press,ebook,55,2013,2013,2015/07/01,2015/07/01,fantasy,fantasy (#34),read,,,,1,,,0,,,,,
25313658,"Mr Mercedes (Bill Hodges Trilogy, #1)",Stephen King,"King, Stephen",,"=""1444788655""","=""9781444788655""",3,3.94,Hodder & Stoughton General Division,Paperback,407,2015,2014,2015/06/28,2015/06/20,novels,novels (#56),read,"Enjoyable, but quite cliché...",,,1,,,0,,,,,
17182126,"Steelheart (The Reckoners, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0385743564""","=""9780385743563""",4,4.16,Delacorte Press,Hardcover,386,2013,2013,2015/06/30,2015/06/28,fantasy,fantasy (#33),read,,,,1,,,0,,,,,
23012303,Lallend Vlees,Frank D'hanis,"D'hanis, Frank",,"=""""","=""9789491144127""",4,3.50,Beefcake Publishing,ebook,,2014,2014,2015/06/20,2015/06/13,novels,novels (#55),read,"Oorspronkelijk wat sceptisch, maar heb hem uiteindelijk graag gelezen. Erg grappig bij momenten.",,,1,,,0,,,,,
2967105,Het universum,Stephen Hawking,"Hawking, Stephen",Ronald Jonkers,"=""9035123646""","=""9789035123649""",2,4.14,Bert Bakker,Hardcover,224,2001,2001,,2011/08/06,,,read,,,,1,,,0,,,,,
22311,All Families Are Psychotic,Douglas Coupland,"Coupland, Douglas",,"=""0007117531""","=""9780007117536""",4,3.69,Harper Perennial,Paperback,279,2002,2001,2015/05/31,2015/05/29,novels,novels (#54),read,"Like most of Coupland books: clever, chaotic and quirky characters. I liked it.",,,1,,,0,,,,,
6649805,Waste: Uncovering the Global Food Scandal,Tristram Stuart,"Stuart, Tristram",,"=""0141036346""","=""9780141036342""",5,3.93,Penguin,Paperback,451,2009,2009,2015/05/22,2015/05/16,"food, environment, bio-engineering","food (#5), environment (#6), bio-engineering (#17)",read,"Stuart provides a straightforward message to decrease environmental impact an solve world hunger: waste less food. Similarly to 'Eating Animals', the thesis is both well-founded by numbers and interviews as well are personal. Very recommended for the ecological minded!",,,1,,,0,,,,,
70897,The Secret History,Donna Tartt,"Tartt, Donna",,"=""0140167773""","=""9780140167771""",3,4.09,Penguin Books,Paperback,629,1993,1992,2015/05/16,2015/05/03,novels,novels (#52),read,"Group of college students, dark secret, murder etc. Nothing out of the ordinary happens, but still a pleasant read.",,,1,,,0,,,,,
7838975,Vision: A Computational Investigation Into the Human Representation and Processing of Visual Information,David  Marr,"Marr, David","Shimon Ullman, Tomaso Poggio","=""0262514621""","=""9780262514620""",3,4.40,Mit Press,Paperback,403,2010,2010,2015/05/01,2015/04/12,"ai, computer-science, math, consciousness","ai (#13), computer-science (#23), math (#28), consciousness (#16)",read,"Difficult book to rate. I feel that it is a very personal and interesting viewpoint on the the perception of images, but I cannot shake the idea that it is also quite a bit outdated. It has a bit of an old AI feel where the focus was on algorithms rather than probability and networks. Contained some interesting concepts (for example, how we perceive depth and texture), but seemed to be both too technical and at the seem time too superficial to me...",,,1,,,0,,,,,
23461368,Atlas of Knowledge: Anyone Can Map,Katy Börner,"Börner, Katy",,"=""0262028816""","=""9780262028813""",0,4.47,Mit Press,Hardcover,224,2015,2015,,2015/04/20,to-read,to-read (#28),to-read,,,,0,,,0,,,,,
25264438,De jongen die nooit heeft bestaan,Sjón,"Sjón, Sjón",Marcel Otten,"=""""","=""9789044533859""",4,3.69,De Geus,Hardcover,120,2015,2013,2015/04/08,2015/04/07,novels,novels (#51),read,,,,1,,,0,,,,,
2845024,Anathem,Neal Stephenson,"Stephenson, Neal",,"=""0061474096""","=""9780061474095""",0,4.18,William Morrow,Hardcover,937,2008,2008,,2014/03/12,currently-reading,currently-reading (#4),currently-reading,,,,1,,,0,,,,,
24661340,"The Silkworm (Cormoran Strike, #2)",Robert Galbraith,"Galbraith, Robert",,"=""0751549266""","=""9780751549263""",4,4.04,Sphere,Paperback,580,2015,2014,2015/04/07,2015/04/04,novels,novels (#50),read,"Really relaxing to read a well-written thriller once a while. Enjoyed it even more than 'the Cuckoo's Calling', 'Galbraith' really seems to shine when 'he' can write about the backstabbing world of tabloids and literary agencies.  ",,,1,,,0,,,,,
1209618,Inferring Phylogenies,Joseph Felsenstein,"Felsenstein, Joseph",,"=""0878931775""","=""9780878931774""",4,3.88,Sinauer Associates Is an Imprint of Oxford University Press,Paperback,580,2003,2003,2015/04/06,2015/04/06,"computer-science, bio-informatics, bio-engineering, evolution, references","computer-science (#22), bio-informatics (#10), bio-engineering (#16), evolution (#12), references (#16)",read,An impressive overview on the statistical methods used in phylogeny. Not for the faint of heart!,,,1,,,0,,,,,
17118893,The Fault in Our Stars,John Green,"Green, John",,"=""0141345659""","=""9780141345659""",4,4.24,Penguin Books,Paperback,352,2013,2012,2013/05/25,2013/05/22,novels,novels (#21),read,"I really enjoyed it, very likable characters and well written. Will definitely read more from John Green!",,,1,,,0,,,,,
17208924,"Will Grayson, Will Grayson",John Green,"Green, John",David Levithan,"=""0141346116""","=""9780141346113""",4,3.81,Penguin Books Ltd,Paperback,308,2012,2010,2013/07/27,2013/07/26,"novels, hipster","novels (#26), hipster (#3)",read,"A very enjoyable novel about 'teens' problems'. Liked the gay theme throughout, without being depressing. Though the story is simple, one can see that all the characters have grown in their journey.",,,1,,,0,,,,,
24751142,Think Like a Freak,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0141980079""","=""9780141980072""",3,3.84,Penguin,Paperback,288,2014,2014,2015/03/16,2015/03/15,,,read,Quite a quick and fun read with some nice stories and anecdotes. Like 'Thinking Fast an Slow' but a bit less academic.,,,1,,,0,,,,,
855038,Brave New World,Aldous Huxley,"Huxley, Aldous","David Bradshaw, Margaret Atwood","=""0099477467""","=""9780099477464""",3,3.98,Vintage,Paperback,229,2004,1932,2015/03/14,2015/02/01,novels,novels (#49),read,"I was looking forward to this one, but I fear that the setting was more interesting than the story or characters.",,,1,,,0,,,,,
6449422,"1Q84 (1Q84, #2)",Haruki Murakami,"Murakami, Haruki",,"=""4103534230""","=""9784103534235""",3,4.07,Shinchosha/Tsai Fong Books,Hardcover,501,2009,2009,,2010/09/05,,,read,,,,1,,,0,,,,,
845308,Biological Sequence Analysis,Richard Durbin,"Durbin, Richard","Sean R. Eddy, Anders Krogh, Graeme Mitchison","=""0521629713""","=""9780521629713""",4,4.15,Cambridge University Press,Paperback,370,2015,1998,2015/02/27,2015/02/27,"ai, bio-engineering, bio-informatics, computer-science, references, math","ai (#12), bio-engineering (#15), bio-informatics (#9), computer-science (#21), references (#15), math (#27)",read,"Perhaps a quite old book, but very relevant for any bioinformatician! Have recently read Gusfields 'algorithms on strings', I think this one is the more relevant text on algorithms for biological sequences. The reason for this is that for working with real-life data a sound probabilistic framework is required! Anyone familiar with the standard machine learning tools will likely see how to link these methods and how to apply them for building classifiers for example. <br/><br/>The introduction on dynamics programming and HMM is good, though very descriptive. Might be necessary to consult additional material if you want to implement these tools yourself.<br/><br/>The part about inferring phylogenies was interesting and shows the difficulty of the field.<br/><br/>The last part about stochastic grammers and RNA was, to me extremely fascinating. The authors present some world which really goes at the heart of bioinformatics (or language modelling in general) and what we can and cannot do. A pity this section is only two chapters.",,,1,,,0,,,,,
20980667,"The Mechanical (The Alchemy Wars, #1)",Ian Tregillis,"Tregillis, Ian",,"=""0316248002""","=""9780316248006""",0,3.97,Orbit,Paperback,440,2015,2015,,2015/02/25,to-read,to-read (#27),to-read,,,,0,,,0,,,,,
22104616,Advanced Structured Prediction,Sebastian Nowozin,"Nowozin, Sebastian","Peter V Gehler, Jeremy Jancsary, Christoph H. Lampert","=""0262028379""","=""9780262028370""",0,4.00,Mit Press,Hardcover,432,2014,2014,,2015/02/25,to-read,to-read (#26),to-read,,,,0,,,0,,,,,
145058,"Algorithms on Strings, Trees and Sequences: Computer Science and Computational Biology",Dan Gusfield,"Gusfield, Dan",,"=""0521585198""","=""9780521585194""",3,4.05,Cambridge University Press,Hardcover,556,1997,1997,2015/02/22,2015/01/18,"bio-engineering, computer-science, evolution, references","bio-engineering (#13), computer-science (#20), evolution (#11), references (#14)",read,"Good, but somewhat outdated overview of algorithms for processing strings for computational biology.",,,1,,,0,,,,,
16691583,Life's Ratchet: How Molecular Machines Extract Order from Chaos,Peter M. Hoffmann,"Hoffmann, Peter M.",,"=""0465033369""","=""9780465033362""",0,4.16,Basic Books,ebook,288,2012,2012,,2015/02/21,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
