route,Free Flow Speed,2019 Peak Hour Mean Speed,2019 Peak Hour 5th Speed,2019 Speed Ratio,2019 BTI,2020 Peak Hour Mean Speed,2020 Peak Hour 5th Speed,2020 Speed Ratio,2020 BTI,2021 Peak Hour Mean Speed,2021 Peak Hour 5th Speed,2021 Speed Ratio,2021 BTI,2019 Congested,2019 Reliability,2020 Congested,2020 Reliability,2021 Congested,2021 Reliability
south_1st_st_elmo$cesar_chavez_lavaca,16.5,16.70700636942675,10.0,1.0125458405713181,0.6707006369426751,21.953488372093023,11.4,1.3305144467935166,0.9257445940432474,19.4,16.2,1.1757575757575758,0.19753086419753083,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
south_1st_st_elmo$south_1st_barton_spring,26.666666666666668,18.306451612903224,9.3,0.6864919354838709,0.9684356573014219,22.948275862068964,17.849999999999998,0.8605603448275861,0.2856176953540039,19.642857142857142,13.45,0.7366071428571428,0.4604354753053638,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
south_1st_st_elmo$south_1st_benwhite,24.992141453831042,13.235338345864662,7.0,0.5295800029907328,0.8907626208378089,16.026584867075666,9.0,0.641264971098303,0.7807316518972963,13.43613707165109,8.0,0.5376144775937745,0.6795171339563864,Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Congested,Reliable Travel Time
south_1st_wm_cannon$congress_wm_cannon,33.57534246575342,30.76268115942029,15.0,0.9162283658252474,1.0508454106280192,,,,,,,,,Not Congested,Reliable Travel Time,,,,
south_1st_wm_cannon$south_1st_slaughter,32.501639344262294,28.064935064935064,18.0,0.8634929077781898,0.5591630591630592,29.037614678899082,20.0,0.8934200017213982,0.45188073394495415,28.884375,20.0,0.8887051725007565,0.44421875000000005,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
springdale_12th$springdale_manor,33.0625,21.16216216216216,14.0,0.6400653962090634,0.5115830115830116,22.781362007168457,9.9,0.6890393045646415,1.3011476774917634,22.429752066115704,8.0,0.678404599353216,1.8037190082644632,Not Congested,Reliable Travel Time,Not Congested,Moderately Reliable Travel Time,Not Congested,Unreliable Travel Time
springdale_12th$springdale_mlk,32.01994301994302,16.613348676639816,7.0,0.5188437926417453,1.3733355252342596,23.0139697322468,12.0,0.7187386222990148,0.9178308110205667,21.454545454545453,12.0,0.6700369654369119,0.7878787878787878,Congested,Moderately Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
springdale_manor$51st_springdale,36.82127659574468,34.84436090225564,25.0,0.9463105064174362,0.3937744360902255,36.69972067039106,28.0,0.9966987585278978,0.3107043096568235,35.325648414985594,28.0,0.9593814142518913,0.26163030053519964,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
springdale_manor$springdale_12th,33.12765957446808,21.880131362889983,14.0,0.6604792383145981,0.562866525920713,24.24113475177305,10.0,0.7317490901305931,1.4241134751773048,23.677419354838708,14.0,0.7147326330619264,0.6912442396313361,Not Congested,Reliable Travel Time,Not Congested,Moderately Reliable Travel Time,Not Congested,Reliable Travel Time
springdale_mlk$51st_springdale,32.83507853403141,26.357074721780606,15.0,0.8027108780770305,0.7571383147853739,28.874041621029573,18.0,0.8793656939514708,0.604113423390532,27.148330058939095,18.0,0.82680874452003,0.5082405588299499,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
springdale_mlk$springdale_12th,26.27402862985685,18.227873855544253,10.25,0.6937601428518945,0.7783291566384636,20.590504451038576,13.0,0.7836828048379408,0.5838849577721981,20.683423913043477,13.0,0.7872193565907737,0.5910326086956519,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
us183_burleson$burleson_emma_browning,41.59903381642512,43.57426221577165,33.0,1.0474825547166102,0.32043218835671644,42.83264033264033,30.0,1.0296546915406513,0.42775467775467757,,,,,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,,
us183_burleson$us183_metropolis,43.52847380410023,39.8396388650043,30.0,0.9152546685717141,0.3279879621668098,41.355805243445694,32.0,0.9500862683485614,0.2923689138576779,,,,,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,,
us183_metropolis$us183_burleson,51.63572149344097,27.40559756235188,17.0,0.5307488066344358,0.612093974255993,32.547872340425535,12.0,0.6303363524137051,1.712322695035461,,,,,Congested,Reliable Travel Time,Not Congested,Unreliable Travel Time,,
us290_wm_cannon$benwhite_montopolis,60.15989159891599,56.70661157024794,40.0,0.9425983003478304,0.4176652892561985,60.55263157894737,53.25,1.0065282694099544,0.13713862120088963,,,,,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,,
us290_wm_cannon$south_1st_benwhite,48.46017699115044,44.49909255898367,11.5,0.9182610407533154,2.869486309476841,47.028818443804035,10.0,0.970463200173458,3.702881844380404,46.52017937219731,13.0,0.9599671784255472,2.5784753363228696,Not Congested,Unreliable Travel Time,Not Congested,Unreliable Travel Time,Not Congested,Unreliable Travel Time
us290_wm_cannon$wm_cannon_brodie,30.078341013824886,21.244616709732988,13.0,0.7063094570265142,0.6342012853640758,22.573482428115017,15.0,0.7504896103724465,0.5048988285410011,21.15076923076923,15.0,0.7031893554583918,0.41005128205128205,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
wm_cannon_bluff_springs$congress_wm_cannon,18.846153846153847,11.213483146067416,7.0,0.5950011465260261,0.6019261637239165,,,,,,,,,Congested,Reliable Travel Time,,,,
wm_cannon_bluff_springs$wm_cannon_brodie,19.285714285714285,18.89090909090909,7.7,0.9795286195286196,1.4533648170011806,16.85,5.0,0.8737037037037039,2.37,16.535714285714285,5.35,0.8574074074074074,2.0907877169559415,Not Congested,Moderately Reliable Travel Time,Not Congested,Unreliable Travel Time,Not Congested,Unreliable Travel Time
wm_cannon_brodie$us290_wm_cannon,29.506666666666668,23.94267515923567,10.5,0.8114327324639291,1.2802547770700636,24.422764227642276,7.0,0.8277032612169772,2.4889663182346107,23.341666666666665,5.95,0.7910641662901039,2.9229691876750694,Not Congested,Moderately Reliable Travel Time,Not Congested,Unreliable Travel Time,Not Congested,Unreliable Travel Time
wm_cannon_brodie$wm_cannon_bluff_springs,20.454545454545453,18.930232558139537,9.3,0.9254780361757108,1.0355088772193048,19.943396226415093,9.0,0.9750104821802935,1.2159329140461215,20.144329896907216,8.8,0.9848339060710195,1.2891283973758199,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Moderately Reliable Travel Time
