route,Free Flow Speed,2019 Peak Hour Mean Speed,2019 Peak Hour 5th Speed,2019 Speed Ratio,2019 BTI,2020 Peak Hour Mean Speed,2020 Peak Hour 5th Speed,2020 Speed Ratio,2020 BTI,2021 Peak Hour Mean Speed,2021 Peak Hour 5th Speed,2021 Speed Ratio,2021 BTI,2019 Congested,2019 Reliability,2020 Congested,2020 Reliability,2021 Congested,2021 Reliability
51st_manor$51st_mueller,34.5,23.333333333333332,17.1,0.6763285024154589,0.3645224171539959,23.1,6.0,0.6695652173913044,2.85,21.125,11.45,0.6123188405797102,0.844978165938865,Not Congested,Reliable Travel Time,Not Congested,Unreliable Travel Time,Not Congested,Reliable Travel Time
51st_manor$51st_springdale,38.5,31.08823529411765,17.65,0.8074866310160428,0.7613731044825863,31.73076923076923,19.0,0.8241758241758241,0.6700404858299596,31.517241379310345,21.0,0.8186296462158531,0.5008210180623975,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
51st_mueller$51st_manor,32.4,21.526315789473685,14.6,0.6643924626380767,0.4744051910598417,28.5,22.65,0.8796296296296297,0.2582781456953644,26.857142857142858,19.95,0.8289241622574957,0.34622269960615853,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
51st_springdale$51st_manor,32.857142857142854,29.157894736842106,17.7,0.8874141876430207,0.6473386856972942,29.210526315789473,20.8,0.8890160183066362,0.40435222672064786,28.772727272727273,21.0,0.8756916996047431,0.3701298701298703,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
51st_springdale$springdale_manor,40.0,34.65625,29.549999999999997,0.86640625,0.17280033840947567,31.2,21.050000000000004,0.78,0.4821852731591445,33.72727272727273,30.0,0.8431818181818181,0.12424242424242415,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
51st_springdale$springdale_mlk,37.333333333333336,20.892307692307693,9.0,0.5596153846153846,1.3213675213675216,28.708333333333332,17.700000000000003,0.7689732142857142,0.6219397363465157,25.642857142857142,17.0,0.6868622448979591,0.5084033613445377,Congested,Moderately Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
6th_ih35$congress_6th,12.555555555555555,13.538461538461538,7.4,1.078284547311096,0.8295218295218293,,,,,,,,,Not Congested,Reliable Travel Time,,,,
7th_chicon$7th_plesant_valley,31.15,20.952380952380953,15.1,0.6726286020025988,0.3875748975086724,19.772727272727273,15.0,0.6347584999270393,0.31818181818181823,24.304347826086957,14.2,0.7802358852676391,0.7115737905695044,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
7th_plesant_valley$7th_chicon,28.9,20.0,10.700000000000001,0.6920415224913495,0.8691588785046728,20.41176470588235,14.0,0.7062894361897007,0.45798319327731085,19.285714285714285,13.25,0.6673257538309442,0.45552560646900264,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
7th_plesant_valley$7th_springdale,36.30434782608695,36.18571428571428,27.0,0.996732249786142,0.3402116402116401,33.351351351351354,23.8,0.9186599773426123,0.40131728367022484,35.285714285714285,23.4,0.9719418306244654,0.507936507936508,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
7th_springdale$7th_chicon,44.0,39.4,31.6,0.8954545454545454,0.24683544303797453,,,,,37.25,21.299999999999997,0.8465909090909091,0.7488262910798125,Not Congested,Reliable Travel Time,,,Not Congested,Reliable Travel Time
7th_springdale$7th_plesant_valley,33.56521739130435,30.192307692307693,19.0,0.8995117576723793,0.5890688259109312,24.8,18.9,0.738860103626943,0.31216931216931226,30.821428571428573,22.7,0.9182549962990377,0.3577721837633732,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
Lamar_Blue_Bonnet$Lamar_and_Manchca_Barton_skyway,35.02857142857143,17.581196581196583,10.0,0.501910179724209,0.7581196581196583,22.25862068965517,12.85,0.6354418630815097,0.7321883805179122,18.333333333333332,11.55,0.5233822729744425,0.5873015873015872,Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Congested,Reliable Travel Time
Lamar_Blue_Bonnet$lamar_oltorf,35.22222222222222,21.823529411764707,13.0,0.619595472258304,0.6787330316742081,27.355555555555554,17.0,0.7766561514195583,0.6091503267973853,25.923076923076923,16.0,0.7359864110652754,0.6201923076923077,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,35.8,32.68,22.35,0.9128491620111733,0.46219239373601767,33.75,19.5,0.9427374301675978,0.730769230769231,,,,,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,,
Lamar_BrodieOaks$lamar_lamar_square,18.0,23.166666666666668,14.4,1.2870370370370372,0.6087962962962965,23.6,15.600000000000001,1.3111111111111111,0.5128205128205128,,,,,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,,
Lamar_BrodieOaks$lamar_oltorf,28.5,25.153846153846153,18.0,0.8825910931174089,0.3974358974358975,27.0,24.299999999999997,0.9473684210526315,0.1111111111111112,,,,,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,,
Lamar_and_Manchca_Barton_skyway$Lamar_Blue_Bonnet,32.04761904761905,23.43820224719101,12.4,0.731355493597342,0.8901776005799203,27.3,13.45,0.8518573551263001,1.0297397769516732,28.083333333333332,15.75,0.87630014858841,0.7830687830687829,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
Lamar_and_Manchca_Barton_skyway$Lamar_BrodieOaks,36.916666666666664,26.782608695652176,19.0,0.7254882716655218,0.40961098398169343,29.066666666666666,19.7,0.7873589164785554,0.47546531302876505,,,,,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,,
Lamar_and_Manchca_Barton_skyway$lamar_oltorf,37.68421052631579,19.936507936507937,14.0,0.529041411722976,0.42403628117913833,26.62162162162162,16.0,0.7064396799033671,0.6638513513513513,26.571428571428573,21.3,0.7051077414205906,0.24748490945674048,Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
anderson_mill_bethany$anderson_mill_spicewood_parkway,44.42857142857143,32.847457627118644,17.9,0.7393318436972042,0.8350534987217122,30.10810810810811,14.799999999999999,0.6776744590249413,1.0343316289262237,,,,,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,,
anderson_mill_bethany$anderson_mill_us183,32.0,20.833333333333332,9.0,0.6510416666666666,1.3148148148148147,20.77777777777778,8.4,0.6493055555555556,1.4735449735449733,,,,,Not Congested,Moderately Reliable Travel Time,Not Congested,Moderately Reliable Travel Time,,
anderson_mill_spicewood_parkway$anderson_mill_bethany,41.8,19.49122807017544,12.8,0.46629732225300097,0.5227521929824561,20.816326530612244,12.0,0.49799824235914464,0.7346938775510204,,,,,Congested,Reliable Travel Time,Congested,Reliable Travel Time,,
anderson_mill_spicewood_parkway$rm620_anderson_mill,38.80952380952381,17.460526315789473,9.0,0.449903132063287,0.9400584795321637,38.10344827586207,26.4,0.9818066426909245,0.4433124346917452,34.93939393939394,17.4,0.9002788622420523,1.0080111459421806,Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
anderson_mill_us183$anderson_mill_bethany,35.54545454545455,34.03174603174603,26.200000000000003,0.9574148499979702,0.2989216042651156,35.1,17.25,0.9874680306905371,1.0347826086956522,,,,,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,,
bartonsprings_Kinney$bartonsprings_robertelee,35.77777777777778,31.583333333333332,22.0,0.8827639751552795,0.4356060606060604,33.72727272727273,19.5,0.9426877470355731,0.7296037296037295,30.75862068965517,19.4,0.8597130006425359,0.5854959118378955,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
bartonsprings_robertelee$bartonsprings_Kinney,34.875,26.23728813559322,13.9,0.7523236741388737,0.8875746860139007,36.6,33.6,1.049462365591398,0.08928571428571418,29.153846153846153,15.5,0.8359525778880618,0.8808933002481388,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
bartonsprings_robertelee$bartonsprings_robertelee_south,18.0,14.285714285714286,6.0,0.7936507936507937,1.380952380952381,,,,,,,,,Not Congested,Moderately Reliable Travel Time,,,,
benwhite_montopolis$us290_wm_cannon,45.75,28.6,25.4,0.625136612021858,0.12598425196850405,56.5,55.15,1.2349726775956285,0.02447869446962824,,,,,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,,
burleson_emma_browning$us183_burleson,44.083333333333336,46.97674418604651,39.099999999999994,1.0656350287950058,0.2014512579551539,49.04,40.0,1.112438563327032,0.22599999999999998,,,,,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,,
burnet_anderson$burnet_us183,35.0,28.5,17.650000000000002,0.8142857142857143,0.6147308781869687,,,,,,,,,Not Congested,Reliable Travel Time,,,,
burnet_braker$burnet_us183,32.0,18.513513513513512,10.8,0.5785472972972973,0.7142142142142142,30.0,17.849999999999998,0.9375,0.6806722689075633,22.875,18.0,0.71484375,0.2708333333333335,Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
burnet_koenig$lamar_koenig,27.1,12.969696969696969,7.0,0.4785866040478586,0.8528138528138528,22.53846153846154,14.25,0.8316775475447062,0.5816464237516871,13.741935483870968,6.5,0.5070824901797405,1.1141439205955335,Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Congested,Reliable Travel Time
burnet_us183$burnet_anderson,38.0,23.916666666666668,15.1,0.6293859649122807,0.5838852097130245,,,,,,,,,Not Congested,Reliable Travel Time,,,,
burnet_us183$burnet_braker,33.0,25.5,12.25,0.7727272727272727,1.0816326530612244,34.03448275862069,22.0,1.031347962382445,0.5470219435736676,28.85,18.85,0.8742424242424243,0.5305039787798409,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
cap_tx_hwy_lakewood$cap_tx_hwy_spicewood_springs_north,61.53125,19.96694214876033,14.0,0.3245008373592334,0.42621015348288077,46.42666666666667,27.5,0.7545217538513629,0.6882424242424243,26.370786516853933,13.0,0.42857550459082067,1.0285220397579944,Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Congested,Reliable Travel Time
cap_tx_hwy_lakewood$fm2222_loop360,60.0,34.166666666666664,10.0,0.5694444444444444,2.4166666666666665,45.5,42.35,0.7583333333333333,0.07438016528925623,42.666666666666664,37.7,0.711111111111111,0.13174182139699375,Congested,Unreliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
cap_tx_hwy_spicewood_springs_north$cap_tx_hwy_lakewood,55.78947368421053,29.925925925925927,21.0,0.536408106219427,0.4250440917107584,47.48979591836735,33.0,0.8512321909896035,0.43908472479901045,45.013888888888886,28.0,0.8068527253668762,0.6076388888888886,Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
cap_tx_hwy_spicewood_springs_north$cap_tx_hwy_westlake,52.0,25.846153846153847,17.8,0.4970414201183432,0.45203111495246334,46.3,36.300000000000004,0.8903846153846153,0.27548209366391163,41.19230769230769,30.75,0.7921597633136095,0.33958724202626644,Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time
cap_tx_hwy_westlake$cap_tx_hwy_spicewood_springs_north,58.714285714285715,16.566666666666666,12.95,0.28215733982157337,0.27927927927927937,46.25,38.1,0.787712895377129,0.21391076115485547,31.0,20.15,0.5279805352798054,0.5384615384615384,Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Congested,Reliable Travel Time
cesar_chavez_br_reynolds$cesar_chavez_lavaca,28.5,14.285714285714286,5.5,0.5012531328320802,1.5974025974025972,,,,,,,,,Congested,Unreliable Travel Time,,,,
cesar_chavez_br_reynolds$cesar_chavez_trail_underpass,32.5,27.5,22.549999999999997,0.8461538461538461,0.21951219512195147,,,,,,,,,Not Congested,Reliable Travel Time,,,,
cesar_chavez_br_reynolds$lamar_riverside,26.0,15.470588235294118,4.0,0.5950226244343891,2.86764705882353,,,,,,,,,Congested,Unreliable Travel Time,,,,
cesar_chavez_lavaca$cesar_chavez_br_reynolds,22.428571428571427,7.4,5.4,0.3299363057324841,0.3703703703703705,,,,,,,,,Congested,Reliable Travel Time,,,,
cesar_chavez_lavaca$cesar_chavez_trail_underpass,21.0,,,,,,,,,,,,,,,,,,
cesar_chavez_lavaca$congress_cesar_chavez,24.5,12.375,4.15,0.5051020408163265,1.9819277108433733,15.8,7.0,0.6448979591836735,1.2571428571428571,10.952380952380953,4.0,0.44703595724003886,1.7380952380952377,Congested,Unreliable Travel Time,Not Congested,Moderately Reliable Travel Time,Congested,Unreliable Travel Time
cesar_chavez_lavaca$south_1st_barton_spring,45.0,19.6,9.350000000000001,0.4355555555555556,1.0962566844919783,,,,,33.285714285714285,12.700000000000001,0.7396825396825396,1.620922384701912,Congested,Reliable Travel Time,,,Not Congested,Unreliable Travel Time
cesar_chavez_trail_underpass$cesar_chavez_br_reynolds,28.0,,,,,,,,,,,,,,,,,,
cesar_chavez_trail_underpass$cesar_chavez_lavaca,28.5,,,,,,,,,,,,,,,,,,
congress_11th$congress_6th,5.0,6.142857142857143,4.6,1.2285714285714286,0.3354037267080747,4.0,4.0,0.8,0.0,,,,,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,,
congress_6th$congress_11th,15.0,22.0,12.600000000000001,1.4666666666666666,0.7460317460317458,,,,,,,,,Not Congested,Reliable Travel Time,,,,
congress_6th$congress_cesar_chavez,19.166666666666668,8.235294117647058,4.0,0.42966751918158563,1.0588235294117645,,,,,,,,,Congested,Reliable Travel Time,,,,
congress_6th$congress_elizabeth,14.5,11.25,8.15,0.7758620689655172,0.3803680981595091,,,,,,,,,Not Congested,Reliable Travel Time,,,,
congress_6th$lamar_6th,16.0,12.590909090909092,6.05,0.7869318181818182,1.081141998497371,18.0,16.2,1.125,0.11111111111111106,,,,,Not Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,,
congress_cesar_chavez$cesar_chavez_lavaca,21.914285714285715,9.783783783783784,4.8,0.44645688713485326,1.0382882882882885,16.666666666666668,11.0,0.7605388961321166,0.5151515151515151,14.483870967741936,5.5,0.6609328342515877,1.633431085043988,Congested,Reliable Travel Time,Not Congested,Reliable Travel Time,Not Congested,Unreliable Travel Time
congress_cesar_chavez$congress_6th,19.0,9.1875,7.0,0.48355263157894735,0.31249999999999994,10.5,10.05,0.5526315789473685,0.04477611940298496,,,,,Congested,Reliable Travel Time,Congested,Reliable Travel Time,,
congress_elizabeth$congress_6th,22.0,8.5,8.049999999999999,0.38636363636363635,0.05590062111801256,,,,,,,,,Congested,Reliable Travel Time,,,,
congress_slaughter$congress_wm_cannon,40.0,34.333333333333336,30.2,0.8583333333333334,0.13686534216335558,,,,,,,,,Not Congested,Reliable Travel Time,,,,
congress_stassney$congress_wm_cannon,32.666666666666664,21.125,15.049999999999997,0.6466836734693878,0.40365448504983426,,,,,,,,,Not Congested,Reliable Travel Time,,,,
