"caseId","docketId","caseIssuesId","voteId","dateDecision","decisionType","usCite","sctCite","ledCite","lexisCite","term","naturalCourt","chief","docket","caseName","dateArgument","dateRearg","petitioner","petitionerState","respondent","respondentState","jurisdiction","adminAction","adminActionState","threeJudgeFdc","caseOrigin","caseOriginState","caseSource","caseSourceState","lcDisagreement","certReason","lcDisposition","lcDispositionDirection","declarationUncon","caseDisposition","caseDispositionUnusual","partyWinning","precedentAlteration","voteUnclear","issue","issueArea","decisionDirection","decisionDirectionDissent","authorityDecision1","authorityDecision2","lawType","lawSupp","lawMinor","majOpinWriter","majOpinAssigner","splitVote","majVotes","minVotes"
"1946-063","1946-063-01","1946-063-01-01","1946-063-01-01-01",3/10/1947,1,"330 U.S. 422","67 S. Ct. 815","91 L. Ed. 993","1947 U.S. LEXIS 2872",1946,1301,"Vinson","29","JOSEPH, COMPTROLLER, et al. v. CARTER & WEEKES STEVEDORING CO.",3/1/1946,11/12/1946,19,37,25,37,1,117,37,0,302,37,301,37,0,11,2,1,4,2,0,0,0,0,80100,8,1,0,2,,1,111,,79,74,1,5,4
"1946-064","1946-064-01","1946-064-01-01","1946-064-01-01-01",3/10/1947,1,"330 U.S. 446","67 S. Ct. 847","91 L. Ed. 1011","1947 U.S. LEXIS 2873",1946,1301,"Vinson","69","AMERICAN STEVEDORES, INC. v. PORELLO ET AL.",12/11/1946,,116,,145,,1,,,0,96,37,22,,0,10,2,2,1,7,0,0,0,0,80050,8,2,0,4,,6,600,"46 U.S.C. § 781",79,78,1,7,2
"1946-065","1946-065-01","1946-065-01-01","1946-065-01-01-01",3/10/1947,1,"330 U.S. 464","67 S. Ct. 798","91 L. Ed. 1024","1947 U.S. LEXIS 2550",1946,1301,"Vinson","432","AETNA CASUALTY & SURETY CO. ET AL. v. FLOWERS",2/13/1947,,171,,145,,1,,,0,116,50,26,,0,4,11,1,1,4,0,1,0,0,90140,9,2,0,4,,6,600,"28 U.S.C. § 41",81,87,1,9,0
"1946-066","1946-066-01","1946-066-01-01","1946-066-01-01-01",3/10/1947,1,"330 U.S. 469","67 S. Ct. 801","91 L. Ed. 1028","1947 U.S. LEXIS 2874",1946,1301,"Vinson","265","CARDILLO, DEPUTY COMMISSIONER, UNITED STATES EMPLOYEES' COMPENSATION COMMISSION, v. LIBERTY MUTUAL INSURANCE CO. ET AL.",1/10/1947,,331,,171,,1,31,,0,55,10,32,,1,4,3,1,1,3,0,1,0,0,80040,8,2,0,1,,1,143,,82,78,1,7,2
"1946-067","1946-067-01","1946-067-01-01","1946-067-01-01-01",3/10/1947,1,"330 U.S. 485","67 S. Ct. 789","91 L. Ed. 1040","1947 U.S. LEXIS 2854",1946,1301,"Vinson","658","PACKARD MOTOR CAR CO. v. NATIONAL LABOR RELATIONS BOARD",1/9/1947,,189,,382,,1,82,,0,26,,26,,0,12,2,2,1,2,0,0,0,0,70070,7,2,0,4,,3,356,,84,78,1,5,4
"1946-068","1946-068-01","1946-068-01-01","1946-068-01-01-01",3/10/1947,1,"330 U.S. 501","67 S. Ct. 839","91 L. Ed. 1055","1947 U.S. LEXIS 2551",1946,1301,"Vinson","93","GULF OIL CORP. v. GILBERT, DOING BUSINESS AS GILBERT STORAGE & TRANSFER CO.",12/18/1946,,198,,122,,1,,,0,96,,22,,1,12,3,1,1,3,0,1,0,0,90140,9,2,0,7,,,,,84,87,1,5,4
"1946-069","1946-069-01","1946-069-01-01","1946-069-01-01-01",3/10/1947,1,"330 U.S. 518","67 S. Ct. 828","91 L. Ed. 1067","1947 U.S. LEXIS 2552",1946,1301,"Vinson","206","KOSTER v. (AMERICAN) LUMBERMENS MUTUAL CASUALTY CO.",12/19/1946,,237,,171,,1,,,0,94,37,22,,1,12,2,2,1,2,0,0,0,0,90140,9,2,0,7,4,4,400,,84,87,1,5,4
"1946-070","1946-070-01","1946-070-01-01","1946-070-01-01-01",3/17/1947,1,"330 U.S. 539","67 S. Ct. 891","91 L. Ed. 1082","1947 U.S. LEXIS 2526",1946,1301,"Vinson","417","UNITED STATES DEPARTMENT OF AGRICULTURE, EMERGENCY CROP AND FEED LOANS v. REMUND, ADMINISTRATOR",2/5/1947,,304,,102,,1,37,,0,302,49,300,49,0,10,2,1,1,3,0,1,0,0,120030,12,2,0,4,,6,600,"31 U.S.C. § 191",82,87,1,8,1
"1946-071","1946-071-01","1946-071-01-01","1946-071-01-01-01",3/31/1947,1,"330 U.S. 545","67 S. Ct. 883","91 L. Ed. 1088","1947 U.S. LEXIS 2944",1946,1301,"Vinson","564","WALLING, WAGE AND HOUR ADMINISTRATOR, v. GENERAL INDUSTRIES CO.",2/10/1947,,371,,151,,1,,,0,103,41,26,,0,4,2,1,1,2,0,0,0,0,70040,7,1,0,4,,3,334,,87,87,1,6,3
"1946-072","1946-072-01","1946-072-01-01","1946-072-01-01-01",3/31/1947,1,"330 U.S. 552","67 S. Ct. 910","91 L. Ed. 1093","1947 U.S. LEXIS 2870",1946,1301,"Vinson","291","KOTCH ET AL. v. BOARD OF RIVER PORT PILOT COMMISSIONERS FOR THE PORT OF NEW ORLEANS ET AL.",2/5/1947,,177,,4,22,2,117,22,0,302,22,300,22,0,1,2,1,1,2,0,0,0,0,20060,2,1,0,2,,2,231,,78,87,1,5,4
"1946-073","1946-073-01","1946-073-01-01","1946-073-01-01-01",3/31/1947,1,"330 U.S. 567","67 S. Ct. 894","91 L. Ed. 1102","1947 U.S. LEXIS 2871",1946,1301,"Vinson","72","INTERSTATE COMMERCE COMMISSION v. MECHLING, DOING BUSINESS AS A. L. MECHLING BARGE LINE, ET AL.",2/12/1947,,366,,116,,2,66,,1,66,17,66,17,0,1,3,2,1,2,0,0,0,0,80230,8,2,0,5,4,3,343,,78,87,1,7,2
"1946-074","1946-074-01","1946-074-01-01","1946-074-01-01-01",3/31/1947,1,"330 U.S. 585","67 S. Ct. 918","91 L. Ed. 1117","1947 U.S. LEXIS 2471",1946,1301,"Vinson","453","PENFIELD COMPANY OF CALIFORNIA ET AL. v. SECURITIES & EXCHANGE COMMISSION",1/16/1947,,185,,405,,1,105,,0,29,,29,,0,12,3,2,1,2,0,0,0,0,10080,1,2,0,4,,6,600,"28 U.S.C. § 385",81,87,1,7,2
"1946-075","1946-075-01","1946-075-01-01","1946-075-01-01-01",3/31/1947,1,"330 U.S. 610","67 S. Ct. 903","91 L. Ed. 1133","1947 U.S. LEXIS 2472",1946,1301,"Vinson","384","NEW YORK EX REL. HALVEY v. HALVEY",2/5/1947,,253,,168,,1,,,0,302,37,300,37,0,10,2,3,1,2,0,0,0,0,110030,11,3,0,2,,1,143,,81,78,1,9,0
"1946-076","1946-076-01","1946-076-01-01","1946-076-01-01-01",3/31/1947,1,"330 U.S. 622","67 S. Ct. 886","91 L. Ed. 1140","1947 U.S. LEXIS 2473",1946,1301,"Vinson","270","INDUSTRIAL COMMISSION OF WISCONSIN ET AL. v. McCARTIN ET AL.",1/17/1947,,4,58,151,,1,117,58,0,302,58,300,58,0,11,2,3,1,3,0,1,0,0,110030,11,3,0,2,,1,143,,82,87,1,9,0
"1946-077","1946-077-01","1946-077-01-01","1946-077-01-01-01",3/31/1947,1,"330 U.S. 631","67 S. Ct. 874","91 L. Ed. 1145","1947 U.S. LEXIS 2474",1946,1301,"Vinson","49","HAUPT v. UNITED STATES",11/21/1946,,100,,27,,1,,,0,66,17,27,,1,12,2,1,1,2,0,0,0,0,10600,1,1,0,1,,1,142,,84,87,1,8,1
"1946-078","1946-078-01","1946-078-01-01","1946-078-01-01-01",3/31/1947,1,"330 U.S. 649","67 S. Ct. 931","91 L. Ed. 1158","1947 U.S. LEXIS 2853",1946,1301,"Vinson","22","LEVINSON v. SPECTOR MOTOR SERVICE",12/11/1945,10/21/1946,145,,151,,1,66,,0,302,17,300,17,0,10,3,1,1,2,0,0,0,0,70040,7,1,0,4,,3,334,,86,87,1,6,3
"1946-079","1946-079-01","1946-079-01-01","1946-079-01-01-01",3/31/1947,1,"330 U.S. 695","67 S. Ct. 954","91 L. Ed. 1184","1947 U.S. LEXIS 2892",1946,1301,"Vinson","41","PYRAMID MOTOR FREIGHT CORP. v. ISPASS ET AL.",10/22/1946,,245,,145,,1,66,,0,96,37,22,,0,10,4,2,1,5,0,1,0,0,70040,7,1,0,4,,3,352,,86,87,1,9,0
"1946-080","1946-080-01","1946-080-01-01","1946-080-01-01-01",4/7/1947,1,"330 U.S. 709","67 S. Ct. 997","91 L. Ed. 1192","1947 U.S. LEXIS 2438",1946,1301,"Vinson","430","UNITED STATES v. OGILVIE HARDWARE CO., INC.",3/5/1947,,27,,240,,1,,,0,77,22,25,,0,4,2,1,1,2,0,0,0,0,120010,12,1,0,4,,6,600,"56 Stat. 798",78,87,1,7,2
"1946-081","1946-081-01","1946-081-01-01","1946-081-01-01-01",4/7/1947,1,"330 U.S. 724","67 S. Ct. 1004","91 L. Ed. 1204","1947 U.S. LEXIS 2439",1946,1301,"Vinson","585","UNITED STATES v. LEM HOY",3/14/1947,,27,,100,,2,,,0,51,6,51,6,0,1,,2,1,3,0,1,0,0,10480,1,1,0,4,,6,600,"50 U.S.C. § 1355",78,78,1,9,0
"1946-082","1946-082-01","1946-082-01-01","1946-082-01-01-01",4/7/1947,1,"330 U.S. 731","67 S. Ct. 1009","91 L. Ed. 1209","1947 U.S. LEXIS 2868",1946,1301,"Vinson","207","LAND, CHAIRMAN, UNITED STATES MARITIME COMMISSION, ET AL. v. DOLLAR ET AL.",2/11/1947,,349,,237,,1,49,,0,55,10,32,,0,10,3,2,1,2,0,0,0,0,90320,9,2,0,4,,4,400,,81,87,1,8,0
"1946-083","1946-083-01","1946-083-01-01","1946-083-01-01-01",4/7/1947,1,"330 U.S. 743","67 S. Ct. 1015","91 L. Ed. 1219","1947 U.S. LEXIS 2440",1946,1301,"Vinson","27","BRUCE'S JUICES, INC. v. AMERICAN CAN CO.",1/29/1946,11/14/1946,158,,184,,1,,,0,302,12,300,12,0,12,2,1,1,2,0,0,0,0,80010,8,1,0,4,,3,364,,84,87,1,5,4
"1946-084","1946-084-01","1946-084-01-01","1946-084-01-01-01",4/7/1947,1,"330 U.S. 767","67 S. Ct. 1026","91 L. Ed. 1234","1947 U.S. LEXIS 2943",1946,1301,"Vinson","55","BETHLEHEM STEEL CO. ET AL. v. NEW YORK STATE LABOR RELATIONS BOARD",12/14/1946,,151,,4,37,2,117,37,0,302,37,300,37,0,1,2,1,1,3,0,1,0,0,100030,10,2,0,4,,3,356,,84,87,1,9,0
"1946-085","1946-085-01","1946-085-01-01","1946-085-01-01-01",4/14/1947,1,"331 U.S. 1","67 S. Ct. 1047","91 L. Ed. 1301","1947 U.S. LEXIS 3021",1946,1301,"Vinson","68","CRANE v. COMMISSIONER OF INTERNAL REVENUE",12/11/1946,,240,,369,,1,,,0,9,,22,,0,10,3,2,1,2,0,0,0,0,120010,12,2,0,4,,3,345,,87,87,1,6,3
"1946-086","1946-086-01","1946-086-01-01","1946-086-01-01-01",4/14/1947,1,"331 U.S. 17","67 S. Ct. 1056","91 L. Ed. 1312","1947 U.S. LEXIS 2941",1946,1301,"Vinson","74","WALLING, WAGE AND HOUR ADMINISTRATOR, v. HALLIBURTON OIL WELL CEMENTING CO.",2/7/1947,,371,,151,,1,,,0,51,6,29,,0,11,2,1,1,2,0,0,0,0,70040,7,1,0,4,,3,334,,87,87,1,7,2
"1946-087","1946-087-01","1946-087-01-01","1946-087-01-01-01",4/14/1947,1,"331 U.S. 28","67 S. Ct. 1041","91 L. Ed. 1320","1947 U.S. LEXIS 2852",1946,1301,"Vinson","371","UNITED STATES NATIONAL BANK ET AL. v. CHASE NATIONAL BANK ET AL.",2/7/1947,,135,,135,,1,,,0,111,45,23,,0,12,3,2,1,4,0,1,0,0,80030,8,1,0,4,,3,307,,82,87,1,8,1
"1946-088","1946-088-01","1946-088-01-01","1946-088-01-01-01",4/14/1947,1,"331 U.S. 40","67 S. Ct. 982","91 L. Ed. 1328","1947 U.S. LEXIS 2942",1946,1301,"Vinson","85","TRAILMOBILE COMPANY ET AL. v. WHIRLS",12/19/1946,,151,,250,,1,,,0,104,41,26,,0,3,2,2,1,3,0,1,0,0,20250,2,1,0,4,,3,366,,85,87,1,7,2
"1946-089","1946-089-01","1946-089-01-01","1946-089-01-01-01",4/14/1947,1,"331 U.S. 70","67 S. Ct. 1062","91 L. Ed. 1346","1947 U.S. LEXIS 2880",1946,1301,"Vinson","83","INDEPENDENT WAREHOUSES, INC. ET AL. v. SCHEELE, RECORDER OF THE TOWNSHIP OF SADDLE RIVER, ET AL.",12/16/1946,,122,,3,35,2,,,0,302,35,300,35,0,1,3,2,1,2,0,0,0,0,80100,8,2,0,2,,2,231,,85,78,1,7,2
"1946-090","1946-090-01","1946-090-01-01","1946-090-01-01-01",4/28/1947,1,"331 U.S. 96","67 S. Ct. 1165","91 L. Ed. 1365","1947 U.S. LEXIS 2996",1946,1301,"Vinson","755","McCULLOUGH v. KAMMERER CORPORATION ET AL.",4/8/1947,,177,,172,,1,,,0,51,6,29,,0,12,9,1,1,3,0,1,0,0,90380,9,2,0,4,,6,600,"28 U.S.C. § 227",78,78,1,9,0
"1946-091","1946-091-01","1946-091-01-01","1946-091-01-01-01",4/28/1947,1,"331 U.S. 100","67 S. Ct. 1140","91 L. Ed. 1368","1947 U.S. LEXIS 2357",1946,1301,"Vinson","682","FLEMING, TEMPORARY CONTROLS ADMINISTRATOR, v. RHODES, SHERIFF, ET AL.",4/7/1947,,389,,195,,2,,,0,120,51,120,51,0,1,,1,1,3,0,1,0,0,90340,9,2,0,4,,6,600,"28 U.S.C. § 401",79,87,1,8,1
"1946-092","1946-092-01","1946-092-01-01","1946-092-01-01-01",4/28/1947,1,"331 U.S. 111","67 S. Ct. 1129","91 L. Ed. 1375","1947 U.S. LEXIS 2851",1946,1301,"Vinson","583","FLEMING, TEMPORARY CONTROLS ADMINISTRATOR, v. MOHAWK WRECKING & LUMBER CO. ET AL.",4/1/1947,,389,,120,,1,89,,0,81,27,26,,0,2,2,2,1,3,0,1,0,0,10360,1,1,0,4,,4,400,,81,87,1,9,0
"1946-093","1946-093-01","1946-093-01-01","1946-093-01-01-01",4/28/1947,1,"331 U.S. 125","67 S. Ct. 1136","91 L. Ed. 1386","1947 U.S. LEXIS 2997",1946,1301,"Vinson","680","CHAMPION SPARK PLUG CO. v. SANDERS ET AL., DOING BUSINESS AS PERFECT RECONDITION SPARK PLUG CO.",4/2/1947,,184,,233,,1,,,0,94,37,22,,0,4,10,2,1,2,0,0,0,0,80200,8,2,0,4,,6,600,"15 U.S.C. § 99",81,87,1,9,0
"1946-094","1946-094-01","1946-094-01-01","1946-094-01-01-01",4/28/1947,1,"331 U.S. 132","67 S. Ct. 1168","91 L. Ed. 1391","1947 U.S. LEXIS 2899",1946,1301,"Vinson","467","AYRSHIRE COLLIERIES CORP. ET AL. v. UNITED STATES ET AL.",4/7/1947,,234,,27,,2,66,,1,69,18,69,18,0,1,,2,1,5,0,1,0,0,90320,9,1,0,4,,6,600,"28 U.S.C. § 380",82,87,1,8,1
"1946-095","1946-095-01","1946-095-01-01","1946-095-01-01-01",5/5/1947,1,"331 U.S. 145","67 S. Ct. 1098","91 L. Ed. 1399","1947 U.S. LEXIS 2936",1946,1301,"Vinson","34","HARRIS v. UNITED STATES",12/12/1946,,100,,27,,1,,,0,107,42,30,,0,10,2,1,1,2,0,0,0,0,10050,1,1,0,1,,2,205,,87,87,1,5,4
"1946-096","1946-096-01","1946-096-01-01","1946-096-01-01-01",5/5/1947,1,"331 U.S. 199","67 S. Ct. 1178","91 L. Ed. 1432","1947 U.S. LEXIS 2937",1946,1301,"Vinson","497","149 MADISON AVENUE CORP. ET AL. v. ASSELTA ET AL.",2/11/1947,,151,,145,,1,,,0,96,37,22,,0,10,2,2,1,2,0,0,0,0,70040,7,2,0,4,,3,334,,87,87,1,9,0
"1946-097","1946-097-01","1946-097-01-01","1946-097-01-01-01",5/5/1947,1,"331 U.S. 210","67 S. Ct. 1175","91 L. Ed. 1441","1947 U.S. LEXIS 2994",1946,1301,"Vinson","674","COMMISSIONER OF INTERNAL REVENUE v. MUNTER",4/10/1947,,369,,240,,1,69,,0,9,,23,,0,4,3,1,1,4,0,1,0,0,120010,12,2,0,4,,3,345,,78,87,1,9,0
"1946-098","1946-098-01","1946-098-01-01","1946-098-01-01-01",5/5/1947,1,"331 U.S. 218","67 S. Ct. 1146","91 L. Ed. 1447","1947 U.S. LEXIS 2938",1946,1301,"Vinson","470","RICE ET AL. v. SANTA FE ELEVATOR CORP. ET AL.",2/13/1947,,195,,177,,1,117,17,0,66,17,27,,0,10,3,2,1,7,0,0,0,0,100030,10,2,0,2,,6,600,"7 U.S.C. § 241",81,87,1,7,2
"1946-099","1946-099-01","1946-099-01-01","1946-099-01-01-01",5/5/1947,1,"331 U.S. 247","67 S. Ct. 1160","91 L. Ed. 1468","1947 U.S. LEXIS 2319",1946,1301,"Vinson","471","RICE ET AL. v. BOARD OF TRADE OF THE CITY OF CHICAGO",2/14/1947,,195,,119,,1,117,17,0,66,17,27,,0,12,3,2,1,3,0,1,0,0,100030,10,1,0,4,,6,600,"7 U.S.C. § 1",81,87,1,9,0
"1946-100","1946-100-01","1946-100-01-01","1946-100-01-01-01",5/12/1947,1,"331 U.S. 256","67 S. Ct. 1287","91 L. Ed. 1474","1947 U.S. LEXIS 2867",1946,1301,"Vinson","429","UNITED STATES v. FULLARD-LEO ET AL.",2/12/1947,,27,,195,,1,,,0,63,15,29,,1,12,2,1,1,2,0,0,0,0,100010,10,1,0,4,,5,512,,79,79,1,5,4
"1946-101","1946-101-01","1946-101-01-01","1946-101-01-01-01",5/12/1947,1,"331 U.S. 284","67 S. Ct. 1207","91 L. Ed. 1492","1947 U.S. LEXIS 2898",1946,1301,"Vinson","343","NEW YORK ET AL. v. UNITED STATES ET AL.",3/3/1947,,28,37,27,,2,66,,1,95,37,95,37,0,1,2,2,1,2,0,0,0,0,80220,8,2,0,5,4,3,343,,81,87,1,7,2
"1946-102","1946-102-01","1946-102-01-01","1946-102-01-01-01",5/19/1947,1,"331 U.S. 367","67 S. Ct. 1249","91 L. Ed. 1546","1947 U.S. LEXIS 2266",1946,1301,"Vinson","241","CRAIG ET AL. v. HARNEY, SHERIFF",1/9/1947,,220,,28,51,1,,,0,302,51,300,51,1,10,9,1,1,3,0,1,0,0,30010,3,2,0,2,,2,200,,81,78,1,6,3
"1946-103","1946-103-01","1946-103-01-01","1946-103-01-01-01",5/19/1947,1,"331 U.S. 398","67 S. Ct. 1265","91 L. Ed. 1563","1947 U.S. LEXIS 2850",1946,1301,"Vinson","419","NATIONAL LABOR RELATIONS BOARD v. E. C. ATKINS & CO.",3/7/1947,,382,,151,,1,82,,0,27,,27,,0,3,9,1,1,3,0,1,0,0,70130,7,2,0,4,5,3,356,,82,78,1,6,3
"1946-104","1946-104-01","1946-104-01-01","1946-104-01-01-01",5/19/1947,1,"331 U.S. 416","67 S. Ct. 1274","91 L. Ed. 1575","1947 U.S. LEXIS 2933",1946,1301,"Vinson","418","NATIONAL LABOR RELATIONS BOARD v. JONES & LAUGHLIN STEEL CORP.",3/7/1947,,382,,151,,1,82,,0,26,,26,,0,12,9,1,1,3,0,1,0,0,90130,9,2,0,3,,,,,82,78,1,5,4
"1946-105","1946-105-01","1946-105-01-01","1946-105-01-01-01",5/19/1947,1,"331 U.S. 432","67 S. Ct. 1283","91 L. Ed. 1585","1947 U.S. LEXIS 2267",1946,1301,"Vinson","718","UNITED STATES v. WALSH, TRADING AS KELP LABORATORIES",4/29/1947,,27,,143,,2,,,0,51,6,51,6,0,1,,1,1,3,0,1,0,0,80170,8,2,0,1,,3,332,,82,87,1,8,1
"1946-106","1946-106-01","1946-106-01-01","1946-106-01-01-01",6/2/1947,1,"331 U.S. 461","67 S. Ct. 1340","91 L. Ed. 1602","1947 U.S. LEXIS 2849",1946,1301,"Vinson","593","COPE v. ANDERSON, RECEIVER",4/28/1947,,237,,135,,1,17,,0,109,45,23,,0,12,3,2,1,3,0,1,0,0,90520,9,1,0,3,,,,,78,78,1,8,0
"1946-107","1946-107-01","1946-107-01-01","1946-107-01-01-01",6/2/1947,1,"331 U.S. 469","67 S. Ct. 1330","91 L. Ed. 1610","1947 U.S. LEXIS 2202",1946,1301,"Vinson","498","UNITED STATES v. SMITH, U.S. DISTRICT JUDGE, ET AL.",3/11/1947,,27,,16,60,1,,,0,110,45,23,,1,12,9,2,1,3,0,1,0,0,10370,1,1,0,4,,4,401,,84,78,1,9,0
"1946-108","1946-108-01","1946-108-01-01","1946-108-01-01-01",6/2/1947,1,"331 U.S. 477","67 S. Ct. 1334","91 L. Ed. 1615","1947 U.S. LEXIS 2203",1946,1301,"Vinson","367","MYERS v. READING COMPANY",2/6/1947,,145,,231,,1,,,0,109,45,23,,0,11,2,1,1,3,0,1,0,0,80040,8,2,0,4,,3,329,,86,78,1,9,0
"1946-109","1946-109-01","1946-109-01-01","1946-109-01-01-01",6/9/1947,1,"331 U.S. 486","67 S. Ct. 1400","91 L. Ed. 1621","1947 U.S. LEXIS 2878",1946,1301,"Vinson","461","GREENOUGH ET AL., TRUSTEES, v. TAX ASSESSORS OF NEWPORT ET AL.",3/7/1947,,25,47,3,47,2,,,0,302,47,300,47,0,1,11,2,1,2,0,0,0,0,80100,8,2,0,2,,2,230,,79,87,1,5,4
"1946-110","1946-110-01","1946-110-01-01","1946-110-01-01-01",6/9/1947,1,"331 U.S. 503","67 S. Ct. 1431","91 L. Ed. 1633","1947 U.S. LEXIS 2157",1946,1301,"Vinson","626","CLARK, ATTORNEY GENERAL, AS SUCCESSOR TO THE ALIEN PROPERTY CUSTODIAN, v. ALLEN ET AL.",4/11/1947,,1,,166,,1,,,0,50,6,29,,0,10,2,1,1,7,0,1,0,0,20310,2,2,0,4,,5,509,,81,87,1,9,0
"1946-111","1946-111-01","1946-111-01-01","1946-111-01-01-01",6/9/1947,1,"331 U.S. 519","67 S. Ct. 1387","91 L. Ed. 1646","1947 U.S. LEXIS 2891",1946,1301,"Vinson","970","BROTHERHOOD OF RAILROAD TRAINMEN v. BALTIMORE & OHIO RAILROAD CO. ET AL.",5/6/1947,,249,,231,,2,66,,0,66,17,66,17,0,1,,1,1,3,0,1,0,0,70200,7,2,0,4,,4,400,,82,78,1,9,0
"1946-112","1946-112-01","1946-112-01-01","1946-112-01-01-01",6/9/1947,1,"331 U.S. 532","67 S. Ct. 1394","91 L. Ed. 1654","1947 U.S. LEXIS 2158",1946,1301,"Vinson","606","UNITED STATES v. BAYER ET AL.",4/2/1947,,27,,100,,1,,,0,96,37,22,,0,11,3,2,1,3,0,1,0,0,20240,2,1,0,4,,6,600,"18 U.S.C. § 88",84,87,1,7,2
"1946-113","1946-113-01","1946-113-01-01","1946-113-01-01-01",6/9/1947,1,"331 U.S. 543","67 S. Ct. 1428","91 L. Ed. 1662","1947 U.S. LEXIS 2159",1946,1301,"Vinson","103","GOSPEL ARMY v. LOS ANGELES ET AL.",2/6/1947,,130,,3,6,2,,,0,302,6,300,6,1,1,3,1,1,9,0,0,0,0,90380,9,1,0,4,,6,600,"28 U.S.C. § 237",85,87,1,9,0
"1946-114","1946-114-01","1946-114-01-01","1946-114-01-01-01",6/9/1947,1,"331 U.S. 549","67 S. Ct. 1409","91 L. Ed. 1666","1947 U.S. LEXIS 2160",1946,1301,"Vinson","574","RESCUE ARMY ET AL. v. MUNICIPAL COURT OF LOS ANGELES",2/6/1947,,130,,6,6,2,,,0,302,6,300,6,1,1,9,1,1,9,0,0,0,0,90180,9,1,0,3,4,6,600,"28 U.S.C. § 237",85,87,1,7,2
"1946-115","1946-115-01","1946-115-01-01","1946-115-01-01-01",6/9/1947,1,"331 U.S. 586","67 S. Ct. 1355","91 L. Ed. 1687","1947 U.S. LEXIS 2161",1946,1301,"Vinson","32","ORDER OF UNITED COMMERCIAL TRAVELERS OF AMERICA v. WOLFE",2/28/1946,11/12/1946,171,,166,,1,,,0,302,49,300,49,1,13,2,3,3,3,0,1,0,0,110030,11,3,0,2,,1,143,,86,74,1,5,4
"1946-116","1946-116-01","1946-116-01-01","1946-116-01-01-01",6/16/1947,1,"331 U.S. 642","67 S. Ct. 1443","91 L. Ed. 1718","1947 U.S. LEXIS 2848",1946,1301,"Vinson","850","WILLIAMS ET AL. v. AUSTRIAN ET AL., TRUSTEES",4/10/1947,,185,,114,,1,,,0,96,37,22,,0,10,3,2,1,2,0,0,0,0,80030,8,2,0,4,,3,307,,87,87,1,7,2
"1946-117","1946-117-01","1946-117-01-01","1946-117-01-01-01",6/16/1947,1,"331 U.S. 682","67 S. Ct. 1482","91 L. Ed. 1742","1947 U.S. LEXIS 2877",1946,1301,"Vinson","733","INTERSTATE NATURAL GAS CO., INC. v. FEDERAL POWER COMMISSION et al.",5/2/1947,,148,,352,,1,52,,0,25,,25,,1,11,9,2,1,2,0,0,0,0,80300,8,2,0,4,5,3,355,,87,87,1,9,0
"1946-118","1946-118-01","1946-118-01-01","1946-118-01-01-01",6/16/1947,1,"331 U.S. 694","67 S. Ct. 1477","91 L. Ed. 1750","1947 U.S. LEXIS 2989",1946,1301,"Vinson","945","McWILLIAMS v. COMMISSIONER OF INTERNAL REVENUE",5/8/1947,,240,,369,,1,69,,0,9,,26,,0,3,3,2,1,2,0,0,0,0,120010,12,2,0,4,,3,345,,87,87,1,8,0
"1946-119","1946-119-01","1946-119-01-01","1946-119-01-01-01",6/16/1947,1,"331 U.S. 704","67 S. Ct. 1463","91 L. Ed. 1757","1947 U.S. LEXIS 2847",1946,1301,"Vinson","312","UNITED STATES v. SILK, DOING BUSINESS AS ALBERT SILK COAL CO.",3/10/1947,,27,,240,,1,69,,0,72,20,30,,0,10,2,2,1,6,0,1,0,0,120010,12,1,1,4,,3,370,,79,87,1,6,3
"1946-120","1946-120-01","1946-120-01-01","1946-120-01-01-01",6/16/1947,1,"331 U.S. 722","67 S. Ct. 1473","91 L. Ed. 1772","1947 U.S. LEXIS 2926",1946,1301,"Vinson","562","RUTHERFORD FOOD CORP. ET AL. v. McCOMB, WAGE AND HOUR ADMINISTRATOR",4/9/1947,,151,,371,,1,,,0,72,20,30,,0,10,3,2,1,2,0,0,0,0,70040,7,2,0,4,,3,334,,79,87,1,9,0
"1946-121","1946-121-01","1946-121-01-01","1946-121-01-01-01",6/16/1947,1,"331 U.S. 731","67 S. Ct. 1440","91 L. Ed. 1779","1947 U.S. LEXIS 2896",1946,1301,"Vinson","404","MEXICAN LIGHT & POWER CO., LTD. v. TEXAS MEXICAN RAILWAY CO.",2/6/1947,,123,,231,,1,,,0,302,51,300,51,0,10,3,1,1,2,0,0,0,0,80070,8,2,0,4,,6,600,"49 U.S.C. § 20",80,78,1,7,2
"1946-122","1946-122-01","1946-122-01-01","1946-122-01-01-01",6/16/1947,1,"331 U.S. 737","67 S. Ct. 1489","91 L. Ed. 1782","1947 U.S. LEXIS 2073",1946,1301,"Vinson","287","BAZLEY v. COMMISSIONER OF INTERNAL REVENUE",1/9/1947,,240,,369,,1,69,,0,9,,23,,1,10,2,2,1,2,0,0,0,0,120010,12,2,0,4,,3,345,,80,87,1,7,2
"1946-123","1946-123-01","1946-123-01-01","1946-123-01-01-01",6/16/1947,1,"331 U.S. 745","67 S. Ct. 1382","91 L. Ed. 1789","1947 U.S. LEXIS 2857",1946,1301,"Vinson","77","UNITED STATES v. DICKINSON",12/13/1946,,27,,195,,1,,,0,131,57,24,,0,10,2,1,1,2,0,0,0,0,40070,4,1,0,4,,6,600,"28 U.S.C. § 41",80,87,1,9,0
